epoch,accuracy,step,loss,validation_epoch_average
10,0.9799999594688416,6149,0.06356014311313629,
10,0.9899999499320984,6199,0.03254435211420059,
10,0.9899999499320984,6249,0.03905072063207626,
10,0.9899999499320984,6299,0.03729689121246338,
10,0.9799999594688416,6349,0.08737404644489288,
10,0.9599999785423279,6399,0.0818595141172409,
10,0.9899999499320984,6449,0.039078060537576675,
10,1.0,6499,0.016113057732582092,
10,0.9799999594688416,6549,0.06325291842222214,
10,0.9899999499320984,6599,0.04040893167257309,
10,,6599,,0.07412213832139969
11,0.9899999499320984,6649,0.03884563222527504,
11,0.9899999499320984,6699,0.02432098425924778,
11,1.0,6749,0.02111854963004589,
11,0.9899999499320984,6799,0.044063255190849304,
11,1.0,6849,0.023645853623747826,
11,0.9799999594688416,6899,0.062310751527547836,
11,0.9899999499320984,6949,0.051701974123716354,
11,0.9799999594688416,6999,0.07163016498088837,
11,0.9899999499320984,7049,0.030443372204899788,
11,0.9899999499320984,7099,0.0336557999253273,
11,0.9699999690055847,7149,0.04759891331195831,
11,1.0,7199,0.017664827406406403,
11,,7199,,0.08122246712446213
12,0.9899999499320984,7249,0.07661448419094086,
12,1.0,7299,0.017273912206292152,
12,0.9899999499320984,7349,0.060364991426467896,
12,0.9899999499320984,7399,0.02921784110367298,
12,1.0,7449,0.009158595465123653,
12,1.0,7499,0.01122030708938837,
12,1.0,7549,0.010054711252450943,
12,0.9899999499320984,7599,0.0443706139922142,
12,1.0,7649,0.0061805699951946735,
12,1.0,7699,0.010761613957583904,
12,0.9899999499320984,7749,0.015770530328154564,
12,1.0,7799,0.018080012872815132,
12,,7799,,0.07284173369407654
13,0.9899999499320984,7849,0.07963596284389496,
13,0.9799999594688416,7899,0.04196537658572197,
13,1.0,7949,0.0084734121337533,
13,1.0,7999,0.013182726688683033,
13,1.0,8049,0.009241579100489616,
13,0.9899999499320984,8099,0.03035404533147812,
13,1.0,8149,0.013337326236069202,
13,0.9899999499320984,8199,0.03748703375458717,
13,0.9799999594688416,8249,0.03688080236315727,
13,0.9899999499320984,8299,0.03706097602844238,
13,1.0,8349,0.003793803509324789,
13,1.0,8399,0.010623186826705933,
13,,8399,,0.08326540142297745
14,1.0,8449,0.008244575001299381,
14,0.9899999499320984,8499,0.023385727778077126,
14,0.9799999594688416,8549,0.06150316074490547,
14,1.0,8599,0.010156551375985146,
14,1.0,8649,0.009615215472877026,
14,1.0,8699,0.02038828283548355,
14,1.0,8749,0.008905239403247833,
14,0.9899999499320984,8799,0.030475445091724396,
14,1.0,8849,0.011060145683586597,
14,1.0,8899,0.003221585415303707,
14,0.9899999499320984,8949,0.024492699652910233,
14,1.0,8999,0.02614605613052845,
14,,8999,,0.07919082790613174
15,0.9899999499320984,9049,0.022017590701580048,
15,0.9899999499320984,9099,0.025716127827763557,
15,0.9899999499320984,9149,0.03637142479419708,
15,0.9899999499320984,9199,0.02137034945189953,
15,1.0,9249,0.008677986450493336,
15,1.0,9299,0.023198202252388,
15,1.0,9349,0.015117652714252472,
15,1.0,9399,0.015092069283127785,
15,1.0,9449,0.00887219700962305,
15,1.0,9499,0.015339718200266361,
15,1.0,9549,0.007880264893174171,
15,1.0,9599,0.006791700143367052,
15,,9599,,0.08186670392751694
16,0.9899999499320984,9649,0.02392181009054184,
16,1.0,9699,0.0032945997081696987,
16,1.0,9749,0.003268904285505414,
16,1.0,9799,0.008804614655673504,
16,1.0,9849,0.00603114441037178,
16,1.0,9899,0.006646935362368822,
16,0.9899999499320984,9949,0.04010389372706413,
16,1.0,9999,0.01011306419968605,
16,1.0,10049,0.011808277107775211,
16,1.0,10099,0.014329283498227596,
16,1.0,10149,0.004726335871964693,
16,1.0,10199,0.011966253630816936,
16,,10199,,0.07871134579181671
17,1.0,10249,0.008430639281868935,
17,1.0,10299,0.007023967336863279,
17,1.0,10349,0.015496576204895973,
17,1.0,10399,0.0016527858097106218,
17,1.0,10449,0.0064705354161560535,
17,1.0,10499,0.0047213612124323845,
17,0.9899999499320984,10549,0.021379897370934486,
17,1.0,10599,0.009181207045912743,
17,1.0,10649,0.00861702486872673,
17,1.0,10699,0.004748466890305281,
17,0.9899999499320984,10749,0.022124914452433586,
17,0.9899999499320984,10799,0.021979451179504395,
17,,10799,,0.08696096390485764
18,1.0,10849,0.010147081688046455,
18,0.9899999499320984,10899,0.020457027480006218,
18,1.0,10949,0.006901617627590895,
18,1.0,10999,0.002886827103793621,
18,0.9899999499320984,11049,0.022421102970838547,
18,0.9899999499320984,11099,0.03488403558731079,
18,0.9799999594688416,11149,0.03421565145254135,
18,0.9899999499320984,11199,0.015105685219168663,
18,1.0,11249,0.01484527625143528,
18,1.0,11299,0.01784258522093296,
18,1.0,11349,0.005416995845735073,
18,0.9899999499320984,11399,0.010459805838763714,
18,,11399,,0.08207635581493378
19,0.9899999499320984,11449,0.012649319134652615,
19,1.0,11499,0.004610253963619471,
19,1.0,11549,0.005297002382576466,
19,1.0,11599,0.013289595022797585,
19,1.0,11649,0.015569766983389854,
19,1.0,11699,0.002174569061025977,
19,1.0,11749,0.00577164813876152,
19,1.0,11799,0.0027326459530740976,
19,1.0,11849,0.005118391010910273,
19,1.0,11899,0.00203907024115324,
19,1.0,11949,0.0039429375901818275,
19,0.9799999594688416,11999,0.030306831002235413,
19,,11999,,0.07728295028209686
