epoch,step,loss,accuracy,validation_epoch_average
5,3249,0.06245594471693039,0.9799999594688416,
5,3299,0.05292442440986633,0.9699999690055847,
5,3349,0.11308842897415161,0.949999988079071,
5,3399,0.10055525600910187,0.9599999785423279,
5,3449,0.04147476330399513,0.9899999499320984,
5,3499,0.09095535427331924,0.9699999690055847,
5,3549,0.037355437874794006,0.9899999499320984,
5,3599,0.02351328544318676,1.0,
5,3599,,,0.09172879904508591
6,3649,0.06900027394294739,0.9699999690055847,
6,3699,0.07124555110931396,0.9799999594688416,
6,3749,0.05892758071422577,0.9799999594688416,
6,3799,0.06963140517473221,0.9799999594688416,
6,3849,0.03631569445133209,0.9899999499320984,
6,3899,0.16665835678577423,0.9699999690055847,
6,3949,0.029879475012421608,1.0,
6,3999,0.09829182922840118,0.9899999499320984,
6,4049,0.05623874068260193,0.9799999594688416,
6,4099,0.053624000400304794,0.9799999594688416,
6,4149,0.05546190217137337,0.9699999690055847,
6,4199,0.02753460220992565,0.9899999499320984,
6,4199,,,0.09197790175676346
7,4249,0.04309787601232529,0.9899999499320984,
7,4299,0.10850915312767029,0.9699999690055847,
7,4349,0.0520140565931797,0.9899999499320984,
7,4399,0.014155098237097263,1.0,
7,4449,0.07804860919713974,0.9699999690055847,
7,4499,0.041803907603025436,0.9899999499320984,
7,4549,0.0991680696606636,0.9799999594688416,
7,4599,0.0912792906165123,0.9699999690055847,
7,4649,0.018764164298772812,1.0,
7,4699,0.018636666238307953,1.0,
7,4749,0.04494369402527809,0.9799999594688416,
7,4799,0.025861220434308052,0.9899999499320984,
7,4799,,,0.07933767884969711
8,4849,0.037901103496551514,0.9899999499320984,
8,4899,0.02288818545639515,1.0,
8,4949,0.03768744319677353,0.9899999499320984,
8,4999,0.01521861832588911,1.0,
8,5049,0.024638842791318893,1.0,
8,5099,0.11009881645441055,0.9799999594688416,
8,5149,0.04516982659697533,0.9899999499320984,
8,5199,0.03430112451314926,0.9899999499320984,
8,5249,0.02899065427482128,1.0,
8,5299,0.11789482086896896,0.9699999690055847,
8,5349,0.12072180956602097,0.9799999594688416,
8,5399,0.03993400186300278,0.9899999499320984,
8,5399,,,0.0838160514831543
9,5449,0.03851354867219925,0.9899999499320984,
9,5499,0.025296177715063095,0.9899999499320984,
9,5549,0.03189856559038162,0.9899999499320984,
9,5599,0.05333845689892769,0.9799999594688416,
9,5649,0.019328787922859192,0.9899999499320984,
9,5699,0.00875938031822443,1.0,
9,5749,0.01711108535528183,1.0,
9,5799,0.020696310326457024,0.9899999499320984,
9,5849,0.021790385246276855,1.0,
9,5899,0.04020819067955017,0.9899999499320984,
9,5949,0.10461872816085815,0.9599999785423279,
9,5999,0.019831176847219467,0.9899999499320984,
9,5999,,,0.08498871326446533
10,6049,0.014189490117132664,1.0,
10,6099,0.03513992950320244,0.9799999594688416,
10,6149,0.045984897762537,0.9799999594688416,
10,6199,0.01950984261929989,1.0,
10,6249,0.024551628157496452,0.9899999499320984,
10,6299,0.03297940641641617,0.9899999499320984,
10,6349,0.02625150978565216,0.9899999499320984,
10,6399,0.06375107914209366,0.9799999594688416,
10,6449,0.03454705327749252,1.0,
10,6499,0.02395012602210045,1.0,
10,6549,0.023507749661803246,1.0,
10,6599,0.011135982349514961,1.0,
10,6599,,,0.08054497838020325
11,6649,0.019934508949518204,1.0,
11,6699,0.014337730593979359,0.9899999499320984,
11,6749,0.015185171738266945,1.0,
11,6799,0.005900525953620672,1.0,
11,6849,0.026559069752693176,0.9899999499320984,
11,6899,0.018744798377156258,0.9899999499320984,
11,6949,0.023293299600481987,1.0,
11,6999,0.02333965338766575,0.9899999499320984,
11,7049,0.008119532838463783,1.0,
11,7099,0.03505612909793854,0.9899999499320984,
11,7149,0.04285119101405144,0.9799999594688416,
11,7199,0.015398801304399967,1.0,
11,7199,,,0.07782662659883499
12,7249,0.019184116274118423,1.0,
12,7299,0.006325331516563892,1.0,
12,7349,0.01561688631772995,0.9899999499320984,
12,7399,0.019672945141792297,1.0,
12,7449,0.02023688144981861,1.0,
12,7499,0.04181373119354248,0.9899999499320984,
12,7549,0.01168675348162651,1.0,
12,7599,0.005799038801342249,1.0,
12,7649,0.005287012085318565,1.0,
12,7699,0.025059306994080544,0.9899999499320984,
12,7749,0.024053871631622314,0.9899999499320984,
12,7799,0.034158967435359955,0.9899999499320984,
12,7799,,,0.07651577889919281
13,7849,0.03541520982980728,0.9899999499320984,
13,7899,0.026002908125519753,0.9899999499320984,
13,7949,0.018189361318945885,0.9899999499320984,
13,7999,0.009842357598245144,1.0,
13,8049,0.024467317387461662,0.9899999499320984,
13,8099,0.029166243970394135,0.9799999594688416,
13,8149,0.0025309016928076744,1.0,
13,8199,0.060061655938625336,0.9799999594688416,
13,8249,0.043392449617385864,0.9899999499320984,
13,8299,0.0071900878101587296,1.0,
13,8349,0.005880334880203009,1.0,
13,8399,0.043667059391736984,0.9899999499320984,
13,8399,,,0.0797470435500145
14,8449,0.011383724398911,1.0,
14,8499,0.030689142644405365,1.0,
14,8549,0.021001944318413734,1.0,
14,8599,0.018257472664117813,0.9899999499320984,
14,8649,0.014976314269006252,1.0,
14,8699,0.009951833635568619,1.0,
14,8749,0.013524694368243217,1.0,
14,8799,0.016969524323940277,0.9899999499320984,
14,8849,0.03444774076342583,0.9899999499320984,
14,8899,0.08388697355985641,0.9699999690055847,
14,8949,0.010395471006631851,1.0,
14,8999,0.020876629278063774,0.9899999499320984,
14,8999,,,0.07700399309396744
15,9049,0.01482253149151802,1.0,
15,9099,0.015784714370965958,1.0,
15,9149,0.017794614657759666,1.0,
15,9199,0.012675460427999496,0.9899999499320984,
15,9249,0.005653338506817818,1.0,
15,9299,0.024677548557519913,1.0,
15,9349,0.03053252026438713,1.0,
15,9399,0.008721329271793365,1.0,
15,9449,0.01120807882398367,1.0,
15,9499,0.029792172834277153,0.9899999499320984,
15,9549,0.05117527022957802,0.9799999594688416,
15,9599,0.014453921467065811,1.0,
15,9599,,,0.08504173159599304
16,9649,0.013322889804840088,1.0,
16,9699,0.004465320613235235,1.0,
16,9749,0.03766302019357681,0.9799999594688416,
16,9799,0.014958632178604603,1.0,
16,9849,0.004020690452307463,1.0,
16,9899,0.01888437196612358,0.9899999499320984,
16,9949,0.004035371355712414,1.0,
16,9999,0.006597970146685839,1.0,
16,10049,0.010858521796762943,1.0,
16,10099,0.011804983951151371,1.0,
16,10149,0.012716628611087799,1.0,
16,10199,0.011796154081821442,1.0,
16,10199,,,0.07874663174152374
17,10249,0.015069293789565563,0.9899999499320984,
17,10299,0.008710009045898914,1.0,
17,10349,0.012622803449630737,1.0,
17,10399,0.010199456475675106,1.0,
17,10449,0.04189910367131233,0.9799999594688416,
17,10499,0.035561345517635345,0.9799999594688416,
17,10549,0.006746866274625063,1.0,
17,10599,0.004102768376469612,1.0,
17,10649,0.009645555168390274,1.0,
17,10699,0.009659751318395138,1.0,
17,10749,0.02509080246090889,0.9899999499320984,
17,10799,0.004036990460008383,1.0,
17,10799,,,0.08125843852758408
18,10849,0.0035498379729688168,1.0,
18,10899,0.03452306613326073,0.9899999499320984,
18,10949,0.008137739263474941,1.0,
18,10999,0.009130542166531086,1.0,
18,11049,0.0365365594625473,0.9899999499320984,
18,11099,0.005846325308084488,1.0,
18,11149,0.0016830366803333163,1.0,
18,11199,0.012908649630844593,1.0,
18,11249,0.018649013713002205,1.0,
18,11299,0.004537468310445547,1.0,
18,11349,0.0308963842689991,0.9899999499320984,
18,11399,0.0038647078908979893,1.0,
18,11399,,,0.08404629677534103
19,11449,0.011640178970992565,1.0,
19,11499,0.010325172916054726,1.0,
19,11549,0.010532902553677559,1.0,
19,11599,0.0011926147853955626,1.0,
19,11649,0.008174709975719452,1.0,
19,11699,0.005496739875525236,1.0,
19,11749,0.004340148065239191,1.0,
19,11799,0.006856469437479973,1.0,
19,11849,0.01566346175968647,0.9899999499320984,
19,11899,0.0045296065509319305,1.0,
19,11949,0.008225221186876297,1.0,
19,11999,0.027134152129292488,0.9899999499320984,
19,11999,,,0.08067764341831207
